3729.20694183,0,-2639.4230957,-3789.35546875,-3188.1628418,-4339.92724609,-2398.37304688,-2960.91333008,-2152.32568359,-2008.96362305,
3729.21094183,0,-8697.55664062,-12485.2431641,-10504.3759766,-14302.3427734,-7905.55810547,-9758.88769531,-7092.84423828,-6616.38574219,
3729.21494183,0,-12335.5527344,-17709.3046875,-14899.4169922,-20293.4746094,-11221.1308594,-13849.0302734,-10058.8369141,-9371.1640625,
3729.21894183,0,-11144.5292969,-16007.6416016,-13467.3994141,-18349.0234375,-10151.6132812,-12524.4072266,-9083.87011719,-8449.84863281,
3729.22294183,0,-8074.12744141,-11600.578125,-9759.84960938,-13296.0927734,-7362.38671875,-9078.39746094,-6578.28125,-6124.25097656,
3729.22694183,0,-5073.58398438,-7280.91503906,-6126.87451172,-8341.94042969,-4624.79492188,-5700.14111328,-4136.95068359,-3872.68188477,
3729.23094183,0,-3050.50195312,-4376.11230469,-3682.69604492,-5014.70166016,-2780.92456055,-3428.44799805,-2492.6015625,-2343.97631836,
3729.23494183,0,-2099.59619141,-3028.21557617,-2546.01171875,-3472.62231445,-1920.79821777,-2370.11132812,-1713.96740723,-1600.69689941,
3729.23894183,0,-1323.34436035,-1920.89135742,-1613.59033203,-2201.06323242,-1212.0045166,-1497.04003906,-1075.2590332,-997.885559082,
3729.24294183,0,-8.03720283508,-20.8131942749,-17.1771335602,-18.6452198029,-1.36079525948,-6.70691204071,-3.54089212418,-9.16538524628,
3729.2545178,0,-2636.91552734,-3787.92431641,-3187.23779297,-4342.86962891,-2401.53027344,-2964.07446289,-2148.85473633,-1999.85388184,
3729.2585178,0,-8687.40234375,-12480.5986328,-10501.5810547,-14307.5039062,-7911.81738281,-9764.49902344,-7077.82128906,-6587.20703125,
3729.2625178,0,-12324.4248047,-17704.6953125,-14897.9677734,-20291.5488281,-11219.2744141,-13847.1259766,-10039.1357422,-9350.26660156,
3729.2665178,0,-11147.4755859,-16007.40625,-13469.9912109,-18339.9023438,-10136.7783203,-12514.7285156,-9082.86132812,-8477.21289062,
3729.2705178,0,-8080.28222656,-11599.3515625,-9757.82128906,-13287.0546875,-7342.02490234,-9067.81054688,-6590.05712891,-6162.71191406,
3729.2745178,0,-5057.63085938,-7269.30029297,-6109.86914062,-8329.95507812,-4603.4609375,-5685.20458984,-4127.13525391,-3851.87182617,
3729.2785178,0,-3025.88134766,-4361.17480469,-3663.12768555,-5000.37207031,-2763.88745117,-3411.07714844,-2465.74609375,-2289.2746582,
3729.2825178,0,-2101.7121582,-3027.82788086,-2546.3984375,-3468.01806641,-1914.61254883,-2363.76831055,-1711.22631836,-1593.13598633,
3729.2865178,0,-1348.19396973,-1932.52893066,-1628.7388916,-2210.24829102,-1215.06921387,-1506.69335938,-1101.70996094,-1033.63586426,
3729.2905178,0,-26.5577449799,-27.8793983459,-26.6568489075,-35.4320449829,-11.9015083313,-26.0100708008,-27.1108131409,-21.242099762,
3729.30260367,0,-2638.50952148,-3788.24560547,-3188.02319336,-4342.22363281,-2400.18188477,-2963.45849609,-2150.73925781,-2003.82714844,
3729.30660367,0,-8693.05761719,-12481.2900391,-10503.0927734,-14304.3525391,-7906.65039062,-9762.34179688,-7088.73583984,-6608.984375,
3729.31060367,0,-12326.1152344,-17700.046875,-14892.7363281,-20285.078125,-11211.7373047,-13844.0673828,-10056.3388672,-9378.94238281,
3729.31460367,0,-11128.2128906,-15988.4550781,-13449.8955078,-18330.4941406,-10130.7988281,-12509.609375,-9081.48730469,-8460.54785156,
3729.31860367,0,-8045.7578125,-11571.6796875,-9733.5390625,-13274.8291016,-7336.17382812,-9056.85058594,-6562.39257812,-6098.75244141,
3729.32260367,0,-5041.53710938,-7255.12597656,-6104.67773438,-8320.50976562,-4596.20751953,-5673.22412109,-4107.77490234,-3819.15234375,
3729.32660367,0,-3039.37939453,-4368.33447266,-3678.27856445,-5000.50439453,-2760.14038086,-3408.77539062,-2476.82324219,-2319.12451172,
3729.33060367,0,-2111.89282227,-3033.64331055,-2554.01220703,-3471.40649414,-1915.5690918,-2368.00805664,-1722.36755371,-1616.1270752,
3729.33460367,0,-1332.99902344,-1920.92456055,-1614.60144043,-2204.2800293,-1214.24951172,-1503.02600098,-1081.25085449,-1002.19299316,
3729.33860367,0,-3.90350699425,-10.4190454483,-6.70988368988,-15.3183269501,-1.07567632198,-6.83014297485,11.4945850372,18.1567420959,
3729.35097255,0,-2630.58544922,-3782.58740234,-3182.42578125,-4334.06933594,-2392.22802734,-2956.31323242,-2145.18725586,-2002.45239258,
3729.35497255,0,-8664.51953125,-12461.2939453,-10483.8583984,-14280.3876953,-7882.44677734,-9741.00585938,-7064.11474609,-6587.6484375,
3729.35897255,0,-12287.5507812,-17674.6855469,-14869.7421875,-20257.9980469,-11183.2851562,-13818.4375,-10012.9169922,-9326.45214844,
3729.36297255,0,-11109.046875,-15978.9423828,-13442.9902344,-18312.4726562,-10111.1591797,-12490.5185547,-9046.93945312,-8424.55664062,
3729.36697255,0,-8054.91210938,-11581.4746094,-9742.73925781,-13264.9511719,-7325.24462891,-9047.46679688,-6560.19482422,-6122.56152344,
3729.37097255,0,-5054.82714844,-7263.5390625,-6108.53076172,-8317.44042969,-4592.78027344,-5673.83496094,-4120.36572266,-3854.0769043,
3729.37497255,0,-3033.87817383,-4359.18798828,-3664.26000977,-5001.17382812,-2758.97680664,-3411.2722168,-2471.26123047,-2300.71948242,
3729.37897255,0,-2102.83618164,-3022.46508789,-2541.75805664,-3475.6340332,-1912.57421875,-2368.94970703,-1708.40246582,-1580.73205566,
3729.38297255,0,-1345.56201172,-1928.62878418,-1625.5612793,-2217.15356445,-1215.77441406,-1510.2800293,-1094.22961426,-1020.67169189,
3729.38697255,0,-31.6301116943,-31.9008655548,-31.6296787262,-40.8035430908,-17.6551151276,-27.4821510315,-29.279083252,-35.4682617188,
3729.39908504,0,-2630.64599609,-3781.20898438,-3180.57177734,-4338.52587891,-2395.30615234,-2959.01708984,-2142.86083984,-1991.80541992,
3729.40308504,0,-8667.60058594,-12458.2548828,-10480.5488281,-14291.4560547,-7888.79589844,-9746.05761719,-7061.33642578,-6569.85351562,
3729.40708503,0,-12298.7060547,-17673.3359375,-14870.7431641,-20267.8417969,-11183.7568359,-13820.2763672,-10022.9267578,-9340.39941406,
3729.41108503,0,-11123.4355469,-15978.1328125,-13447.1767578,-18320.2382812,-10104.0517578,-12492.6113281,-9070.50976562,-8465.61132812,
3729.41508503,0,-8055.29541016,-11573.9521484,-9740.55175781,-13272.8359375,-7318.60351562,-9052.5859375,-6571.02929688,-6127.91748047,
3729.41908503,0,-5039.41552734,-7252.53613281,-6102.55126953,-8318.08007812,-4588.03173828,-5673.69580078,-4107.82421875,-3819.91870117,
3729.42308503,0,-3026.44580078,-4359.60400391,-3668.47851562,-4993.68115234,-2755.5612793,-3404.57006836,-2463.43017578,-2295.36743164,
3729.42708503,0,-2115.19091797,-3037.38085938,-2556.4921875,-3471.31811523,-1919.92956543,-2367.43261719,-1723.27722168,-1620.97509766,
3729.43108503,0,-1360.99108887,-1943.11523438,-1636.82519531,-2222.51782227,-1238.14819336,-1520.25952148,-1109.76977539,-1045.51428223,
3729.43508503,0,-34.6681060791,-34.518196106,-32.872505188,-45.3102378845,-36.3175392151,-36.1164169312,-22.2717685699,-15.7377233505,
3729.44629082,0,-2635.26123047,-3785.5222168,-3185.68920898,-4337.796875,-2395.47607422,-2959.01342773,-2148.45068359,-2007.91748047,
3729.45029082,0,-8681.29882812,-12471.3847656,-10494.8710938,-14293.0429688,-7892.51367188,-9749.94726562,-7078.71777344,-6611.99462891,
3729.45429082,0,-12309.8095703,-17686.5214844,-14882.6396484,-20277.2480469,-11195.1533203,-13831.3789062,-10036.5439453,-9360.91699219,
3729.45829082,0,-11122.1152344,-15983.2636719,-13448.9228516,-18333.9296875,-10119.4287109,-12504.0322266,-9062.08398438,-8431.20703125,
3729.46229082,0,-8058.15185547,-11580.2128906,-9744.7421875,-13284.1894531,-7330.19042969,-9058.95703125,-6559.96679688,-6096.41162109,
3729.46629082,0,-5058.99267578,-7265.4140625,-6114.34179688,-8327.64648438,-4595.49609375,-5680.80224609,-4120.24707031,-3841.51049805,
3729.47029082,0,-3040.75634766,-4362.82470703,-3670.109375,-5000.703125,-2761.28881836,-3414.54882812,-2481.0222168,-2321.79785156,
3729.47429082,0,-2097.75976562,-3014.95581055,-2533.03808594,-3465.14379883,-1913.0177002,-2365.26708984,-1710.39355469,-1590.06323242,
3729.47829082,0,-1323.42004395,-1910.54663086,-1601.8170166,-2197.64697266,-1210.19458008,-1494.72058105,-1074.5690918,-990.00189209,
3729.48229082,0,-9.08086967468,-19.1537475586,-10.4099254608,-16.6301937103,-4.91736793518,-4.0699095726,-4.99580717087,-5.8337469101,
3729.50388532,0,-2630.6875,-3780.98999023,-3180.09912109,-4336.65234375,-2392.67724609,-2956.75097656,-2143.99780273,-1995.23486328,
3729.50788532,0,-8667.34082031,-12458.1611328,-10478.5839844,-14287.9550781,-7884.23681641,-9742.15332031,-7062.28759766,-6571.50585938,
3729.51188532,0,-12297.1367188,-17674.6347656,-14867.4980469,-20265.8496094,-11184.4755859,-13819.5283203,-10018.4433594,-9327.3828125,
3729.51588532,0,-11124.7919922,-15984.0009766,-13447.2041016,-18319.2304688,-10111.0019531,-12494.2421875,-9067.13574219,-8458.875,
3729.51988532,0,-8066.81005859,-11585.4931641,-9747.21191406,-13275.1416016,-7328.13525391,-9056.37304688,-6584.16015625,-6157.40478516,
3729.52388532,0,-5055.82763672,-7262.53466797,-6109.45800781,-8330.27929688,-4601.98974609,-5684.43115234,-4133.11669922,-3860.22705078,
3729.52788532,0,-3034.43579102,-4359.58740234,-3667.99072266,-5012.05419922,-2771.70336914,-3418.98535156,-2479.09204102,-2302.30371094,
3729.53188532,0,-2111.4375,-3026.5090332,-2549.07641602,-3479.38427734,-1920.78881836,-2370.13427734,-1720.21557617,-1600.32678223,
3729.53588532,0,-1353.22387695,-1929.50439453,-1627.48486328,-2213.54931641,-1216.30322266,-1506.21118164,-1101.2677002,-1036.17822266,
3729.53988532,0,-28.3424892426,-27.5659046173,-25.9105072021,-33.5438079834,-13.7116279602,-22.3281974792,-20.4112129211,-25.4821529388,
3729.55196526,0,-2633.71289062,-3783.32055664,-3183.04150391,-4337.65380859,-2394.73950195,-2957.74047852,-2144.81347656,-2000.41271973,
3729.55596526,0,-8681.09960938,-12465.8388672,-10488.4931641,-14291.4267578,-7890.36181641,-9745.57617188,-7071.79980469,-6600.70019531,
3729.55996526,0,-12319.0078125,-17681.0566406,-14877.4355469,-20272.2363281,-11192.0869141,-13825.3339844,-10038.9726562,-9374.8515625,
3729.56396526,0,-11134.453125,-15979.0566406,-13444.7167969,-18327.3417969,-10118.234375,-12501.0019531,-9075.46191406,-8467.48730469,
3729.56796526,0,-8054.39208984,-11573.6142578,-9734.64355469,-13277.8378906,-7331.59375,-9058.02148438,-6564.15283203,-6110.01708984,
3729.57196526,0,-5037.78369141,-7256.00537109,-6099.79785156,-8317.77539062,-4593.6015625,-5672.79589844,-4105.48876953,-3822.36816406,
3729.57596526,0,-3024.21142578,-4359.00195312,-3662.97143555,-4987.95361328,-2754.25195312,-3398.06323242,-2466.20776367,-2311.36376953,
3729.57996526,0,-2098.53320312,-3020.35595703,-2537.1784668,-3459.86865234,-1908.79919434,-2354.33520508,-1712.97485352,-1608.69213867,
3729.58396526,0,-1330.22363281,-1915.68273926,-1608.25488281,-2206.29980469,-1215.9263916,-1501.09033203,-1085.0345459,-1006.62579346,
3729.58796526,0,-10.207118988,-18.9131622314,-14.2620782852,-30.3355503082,-15.1907196045,-19.2342643738,-6.8509311676,1.97660923004,
